id,Product,ProductCategory,SalesRep,Units,Cost,Region
9097,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,Ken Dana,29761,6.24,Alberta
9098,"Master Caster Door Stop, Large Neon Orange",Office Furnishings,Lisa Ryan,31810,7.28,Alberta
9099,Xerox 1961,Paper,Max Engle,36548,4.98,Alberta
9100,"Master Caster Door Stop, Gray",Office Furnishings,Max Engle,39585,5.08,Alberta
9101,DAX Natural Wood-Tone Poster Frame,Office Furnishings,Adam Bellavance,41793,26.48,Alberta
9102,Advantus Plastic Paper Clips,Rubber Bands,Adam Bellavance,42949,5,Alberta
9103,Hewlett Packard 6S Scientific Calculator,Office Machines,Adam Bellavance,42949,12.99,Alberta
9104,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,Laurel Workman,43044,4.24,Alberta
9105,Polycom ViewStation™ ISDN Videoconferencing Unit,Office Machines,Laurel Workman,43044,6783.02,Alberta
9106,"Acme® 8"" Straight Scissors","Scissors, Rulers and Trimmers",Laurel Workman,46048,12.98,Alberta
9107,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,Laurel Workman,46048,13.48,Alberta
9108,Xerox 194,Paper,Lisa Ryan,48354,55.48,Alberta
9109,Xerox 1986,Paper,Ken Dana,48416,6.68,Alberta
9110,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,Lisa Ryan,49798,280.98,Alberta
9111,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",Lisa Ryan,49798,10.98,Alberta
9112,Boston KS Multi-Size Manual Pencil Sharpener,Pens & Art Supplies,Ken Dana,50470,22.99,Alberta
9113,Xerox 1983,Paper,Helen Wasserman,52900,5.98,Alberta
9114,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,Helen Wasserman,57572,4.98,Alberta
9115,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,Helen Wasserman,57572,7.64,Alberta
9116,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Labels,Julia Dunbar,57766,30.53,Alberta
9117,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Office Furnishings,Julia Dunbar,58566,105.29,Alberta
9118,MicroTAC 650,Telephones and Communication,Julia Dunbar,58566,65.99,Alberta
9119,O'Sullivan Living Dimensions 2-Shelf Bookcases,Bookcases,Julia Dunbar,58658,120.98,Alberta
9120,Microsoft Internet Keyboard,Computer Peripherals,Julia Dunbar,58658,20.97,Alberta
9121,Accessory21,Telephones and Communication,Julia Dunbar,58658,20.99,Alberta
9122,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances,Helen Wasserman,59139,70.97,Alberta
9123,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Binders and Binder Accessories,Helen Wasserman,59139,5.34,Alberta
9124,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Computer Peripherals,Max Engle,59942,15.98,Alberta
9125,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Appliances,Carl Weiss,5350,11.33,Alberta
9126,TDK 4.7GB DVD-R,Computer Peripherals,Chuck Clark,6850,10.01,Alberta
9127,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Office Machines,Chuck Clark,6850,51.98,Alberta
9128,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Storage & Organization,Chuck Clark,6850,64.98,Alberta
9129,Balt Split Level Computer Training Table,Tables,Chuck Clark,6850,138.75,Alberta
9130,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,Chuck Clark,7488,2.84,Alberta
9131,"Boston Model 1800 Electric Pencil Sharpener, Gray",Pens & Art Supplies,Chuck Clark,7552,28.15,Alberta
9132,"Acme® 8"" Straight Scissors","Scissors, Rulers and Trimmers",Chuck Clark,7552,12.98,Alberta
9133,Accessory29,Telephones and Communication,Darren Koutras,7585,20.99,Alberta
9134,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,Darren Koutras,8289,14.45,Alberta
9135,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Paper,Roland Murray,8679,9.11,Alberta
9136,"IBM 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,Chuck Clark,12481,20.89,Alberta
9137,Accessory31,Telephones and Communication,Chuck Clark,12481,35.99,Alberta
9138,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Bookcases,Daniel Byrd,12902,120.98,Alberta
9139,Hewlett-Packard 4.7GB DVD+R Discs,Computer Peripherals,Chuck Clark,20128,8.5,Alberta
9140,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Storage & Organization,Chuck Clark,20128,95.43,Alberta
9141,"Tennsco Lockers, Sand",Storage & Organization,Darren Koutras,20642,20.98,Alberta
9142,Filing/Storage Totes and Swivel Casters,Storage & Organization,Roland Murray,24804,9.71,Alberta
9143,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,Daniel Byrd,28357,7.3,Alberta
9144,Staples Paper Clips,Rubber Bands,Daniel Byrd,28357,2.47,Alberta
9145,"Memorex 4.7GB DVD+R, 3/Pack",Computer Peripherals,Bobby Odegard,31043,15.28,Alberta
9146,Accessory20,Telephones and Communication,Bobby Odegard,31043,85.99,Alberta
9147,Storex Dura Pro™ Binders,Binders and Binder Accessories,Daniel Byrd,32355,5.94,Alberta
9148,Xerox 231,Paper,Daniel Byrd,32355,6.48,Alberta
9149,Xerox 217,Paper,Chuck Clark,33700,6.48,Alberta
9150,Park Ridge™ Embossed Executive Business Envelopes,Envelopes,Chuck Clark,35811,15.57,Alberta
9151,Newell 310,Pens & Art Supplies,Chuck Clark,35811,1.76,Alberta
9152,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,Chloris Kastensmidt,38598,880.98,Alberta
9153,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Office Furnishings,Chloris Kastensmidt,38598,13.4,Alberta
9154,"210 Trimline Phone, White",Office Machines,Chloris Kastensmidt,38598,15.99,Alberta
9155,Catalog Binders with Expanding Posts,Binders and Binder Accessories,Daniel Byrd,40678,67.28,Alberta
9156,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Pens & Art Supplies,Roger Barcio,41154,21.98,Alberta
9157,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,Chloris Kastensmidt,43909,15.99,Alberta
9158,Xerox 1936,Paper,Bobby Odegard,45346,19.98,Alberta
9159,*Staples* Highlighting Markers,Pens & Art Supplies,Carl Weiss,46336,4.84,Alberta
9160,"Sanford Colorific Colored Pencils, 12/Box",Pens & Art Supplies,Roland Murray,52320,2.88,Alberta
9161,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Envelopes,Bobby Odegard,52357,10.98,Alberta
9162,Coloredge Poster Frame,Office Furnishings,Daniel Byrd,53573,14.2,Alberta
9163,Fellowes Superior 10 Outlet Split Surge Protector,Appliances,Carl Weiss,56420,38.06,Alberta
9164,"Master Caster Door Stop, Brown",Office Furnishings,Carl Weiss,56420,5.08,Alberta
9165,5170i,Telephones and Communication,Carl Weiss,56420,125.99,Alberta
9166,StarTAC ST7762,Telephones and Communication,Carl Weiss,56420,125.99,Alberta
9167,Bell Sonecor JB700 Caller ID,Telephones and Communication,Carl Weiss,57412,7.99,Alberta
9168,Newell 340,Pens & Art Supplies,Arthur Gainer,66,2.88,Alberta
9169,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,Lisa Hazard,1762,31.78,Alberta
9170,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,Lisa Hazard,1762,5.98,Alberta
9171,Accessory35,Telephones and Communication,Lisa Hazard,1762,35.99,Alberta
9172,Rediform S.O.S. Phone Message Books,Paper,Mitch Gastineau,6150,4.98,Alberta
9173,"6"" Cubicle Wall Clock, Black",Office Furnishings,Katharine Harms,6310,8.09,Alberta
9174,Xerox 212,Paper,Matthew Grinstein,9664,6.48,Alberta
9175,Magna Visual Magnetic Picture Hangers,Office Furnishings,Lisa Hazard,11168,4.82,Alberta
9176,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Paper,Cathy Prescott,12417,7.4,Alberta
9177,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,Matthew Grinstein,13607,39.48,Alberta
9178,Avery 479,Labels,Matthew Grinstein,13607,2.61,Alberta
9179,Tennsco Commercial Shelving,Storage & Organization,Matthew Grinstein,13607,20.34,Alberta
9180,GBC VeloBinder Strips,Binders and Binder Accessories,Lauren Leatherbury,14597,7.68,Alberta
9181,Staples Plastic Wall Frames,Office Furnishings,Lauren Leatherbury,14597,7.96,Alberta
9182,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,Matthew Grinstein,15015,6.24,Alberta
9183,Nu-Dell Leatherette Frames,Office Furnishings,Pauline Webber,17539,14.34,Alberta
9184,T28 WORLD,Telephones and Communication,Pauline Webber,17539,195.99,Alberta
9185,"Advantus Push Pins, Aluminum Head",Rubber Bands,Lauren Leatherbury,18145,5.81,Alberta
9186,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,Matthew Grinstein,19559,8.34,Alberta
9187,CF 688,Telephones and Communication,Matthew Grinstein,19559,155.99,Alberta
9188,Accessory34,Telephones and Communication,Matthew Grinstein,19559,85.99,Alberta
9189,Canon Imageclass D680 Copier / Fax,Copiers and Fax,Matthew Grinstein,21188,699.99,Alberta
9190,Vinyl Sectional Post Binders,Binders and Binder Accessories,Lisa Hazard,21318,37.7,Alberta
9191,"GBC White Gloss Covers, Plain Front",Binders and Binder Accessories,Pauline Webber,21792,14.48,Alberta
9192,Avery White Multi-Purpose Labels,Labels,Pauline Webber,21831,4.98,Alberta
9193,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,Mitch Gastineau,22818,130.98,Alberta
9194,Belkin 105-Key Black Keyboard,Computer Peripherals,Mitch Gastineau,22818,19.98,Alberta
9195,Avery Binder Labels,Binders and Binder Accessories,Lisa Hazard,24801,3.89,Alberta
9196,Luxo Adjustable Task Clamp Lamp,Office Furnishings,Lisa Hazard,24801,88.84,Alberta
9197,2160,Telephones and Communication,Lisa Hazard,24801,115.99,Alberta
9198,Staples 1 Part Blank Computer Paper,Paper,Pauline Webber,26529,11.34,Alberta
9199,Avery 481,Labels,Matthew Grinstein,27780,3.08,Alberta
9200,"*Staples* vLetter Openers, 2/Pack","Scissors, Rulers and Trimmers",Matthew Grinstein,27780,3.68,Alberta
9201,"Memorex 80 Minute CD-R Spindle, 100/Pack",Computer Peripherals,Matthew Grinstein,27780,43.98,Alberta
9202,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,Lisa Hazard,27843,4.89,Alberta
9203,Accessory36,Telephones and Communication,Mitch Gastineau,28773,55.99,Alberta
9204,Prang Drawing Pencil Set,Pens & Art Supplies,Quincy Jones,30786,2.78,Alberta
9205,"Decoflex Hanging Personal Folder File, Blue",Storage & Organization,Quincy Jones,30786,15.42,Alberta
9206,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Envelopes,Lauren Leatherbury,31809,9.78,Alberta
9207,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Paper,Lisa Hazard,31878,9.27,Alberta
9208,R280,Telephones and Communication,Lisa Hazard,31878,155.99,Alberta
9209,Bevis Steel Folding Chairs,Chairs & Chairmats,Lauren Leatherbury,34976,95.95,Alberta
9210,Xerox 1983,Paper,Lauren Leatherbury,34976,5.98,Alberta
9211,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,Quincy Jones,34979,39.48,Alberta
9212,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Binders and Binder Accessories,Lauren Leatherbury,35139,8.69,Alberta
9213,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Pens & Art Supplies,Mitch Gastineau,36608,21.98,Alberta
9214,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,Mitch Gastineau,36608,90.48,Alberta
9215,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,Mitch Gastineau,36994,130.98,Alberta
9216,M3682,Telephones and Communication,Mitch Gastineau,38944,125.99,Alberta
9217,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,Mitch Gastineau,38944,500.98,Alberta
9218,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Paper,Mitch Gastineau,38944,29.14,Alberta
9219,Avery 503,Labels,Quincy Jones,39075,10.35,Alberta
9220,i1000,Telephones and Communication,Mitch Gastineau,39425,65.99,Alberta
9221,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,Katharine Harms,41921,500.98,Alberta
9222,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,Katharine Harms,41921,11.58,Alberta
9223,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Appliances,Quincy Jones,42945,3.95,Alberta
9224,"Dana Fluorescent Magnifying Lamp, White, 36""",Office Furnishings,Lauren Leatherbury,43013,50.98,Alberta
9225,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Office Machines,Matthew Grinstein,43104,100.97,Alberta
9226,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Chairs & Chairmats,Matthew Grinstein,43301,100.89,Alberta
9227,Tennsco Industrial Shelving,Storage & Organization,Matthew Grinstein,43301,48.91,Alberta
9228,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty™ Dirt Cup,Appliances,Arthur Gainer,44935,232.58,Alberta
9229,Avery 497,Labels,Arthur Gainer,44935,3.08,Alberta
9230,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Telephones and Communication,Maria Etezadi,44995,28.99,Alberta
9231,Staples Brown Kraft Recycled Clasp Envelopes,Envelopes,Matthew Grinstein,45989,5.58,Alberta
9232,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,John Murray,49767,15.74,Alberta
9233,Canon MP100DHII Printing Calculator,Office Machines,John Murray,49767,140.99,Alberta
9234,Xerox 220,Paper,John Murray,49767,6.48,Alberta
9235,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Tables,Katharine Harms,51239,85.29,Alberta
9236,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Binders and Binder Accessories,Mitch Gastineau,51269,8.69,Alberta
9237,"Seth Thomas 12"" Clock w/ Goldtone Case",Office Furnishings,Mitch Gastineau,51269,22.98,Alberta
9238,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,Lauren Leatherbury,54084,50.98,Alberta
9239,Tensor Computer Mounted Lamp,Office Furnishings,Lauren Leatherbury,54307,14.89,Alberta
9240,Global Adaptabilities™ Conference Tables,Tables,Lauren Leatherbury,54307,280.98,Alberta
9241,"Dixon My First Ticonderoga Pencil, #2",Pens & Art Supplies,Quincy Jones,55014,5.85,Alberta
9242,Bush Mission Pointe Library,Bookcases,Lauren Leatherbury,55845,150.98,Alberta
9243,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,Cari MacIntyre,55846,7.1,Alberta
9244,Xerox 220,Paper,Matthew Grinstein,57063,6.48,Alberta
9245,Staples Pushpins,Rubber Bands,Matthew Grinstein,57063,1.88,Alberta
9246,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Binders and Binder Accessories,John Murray,57093,5.34,Alberta
9247,Decoflex Hanging Personal Folder File,Storage & Organization,John Murray,57093,15.42,Alberta
9248,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Binders and Binder Accessories,Cari MacIntyre,59329,3.81,Alberta
9249,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,Cari MacIntyre,59329,6.24,Alberta
9250,"Eldon Imàge® Series Desk Accessories, Clear",Office Furnishings,Cari MacIntyre,59329,4.86,Alberta
9251,Staples Copy Paper (20Lb. and 84 Bright),Paper,Cari MacIntyre,59329,4.98,Alberta
9252,6162i,Telephones and Communication,Sample Company A,36,65.99,Alberta
9253,"Master Caster Door Stop, Large Neon Orange",Office Furnishings,Maria Zettner,194,7.28,Alberta
9254,Serrated Blade or Curved Handle Hand Letter Openers,"Scissors, Rulers and Trimmers",Maria Zettner,194,3.14,Alberta
9255,BPI Conference Tables,Tables,Sonia Cooley,384,146.05,Alberta
9256,Hoover Portapower™ Portable Vacuum,Appliances,Sibella Parks,774,4.48,Alberta
9257,"Hon Metal Bookcases, Putty",Bookcases,Hallie Redmond,1027,70.98,Alberta
9258,Vinyl Sectional Post Binders,Binders and Binder Accessories,Harold Dahlen,1060,37.7,Alberta
9259,Microsoft Internet Keyboard,Computer Peripherals,Harold Dahlen,1280,20.97,Alberta
9260,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,Hallie Redmond,1764,8.34,Alberta
9261,SAFCO Arco Folding Chair,Chairs & Chairmats,Becky Pak,1824,276.2,Alberta
9262,"Eldon® 200 Class™ Desk Accessories, Burgundy",Office Furnishings,Becky Pak,1824,6.28,Alberta
9263,ACCOHIDE® Binder by Acco,Binders and Binder Accessories,Maria Zettner,2503,4.13,Alberta
9264,Avery 506,Labels,Maria Zettner,2503,4.13,Alberta
9265,1726 Digital Answering Machine,Telephones and Communication,Maria Zettner,2503,20.99,Alberta
9266,Xerox 215,Paper,Harold Dahlen,4069,6.48,Alberta
9267,Prang Drawing Pencil Set,Pens & Art Supplies,Harold Dahlen,4069,2.78,Alberta
9268,Staples Metal Binder Clips,Rubber Bands,Harold Dahlen,4069,2.62,Alberta
9269,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,Clytie Kelty,4645,30.73,Alberta
9270,Acco 6 Outlet Guardian Premium Surge Suppressor,Appliances,Clytie Kelty,4645,14.56,Alberta
9271,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Copiers and Fax,Clytie Kelty,4645,299.99,Alberta
9272,Eureka The Boss® Cordless Rechargeable Stick Vac,Appliances,Sibella Parks,5858,50.98,Alberta
9273,Talkabout T8097,Telephones and Communication,Sibella Parks,5858,205.99,Alberta
9274,Xerox 1966,Paper,Adam Shillingsburg,6304,6.48,Alberta
9275,Canon PC940 Copier,Copiers and Fax,Clytie Kelty,6661,449.99,Alberta
9276,"Executive Impressions 13"" Clairmont Wall Clock",Office Furnishings,Clytie Kelty,6661,19.23,Alberta
9277,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Storage & Organization,Brooke Gillingham,6757,34.76,Alberta
9278,Riverside Furniture Stanwyck Manor Table Series,Tables,Brooke Gillingham,6757,286.85,Alberta
9279,Avery 51,Labels,Tom Boeckenhauer,7904,6.3,Alberta
9280,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Pens & Art Supplies,Alex Russell,7909,4.26,Alberta
9281,8890,Telephones and Communication,Tom Boeckenhauer,8614,115.99,Alberta
9282,Barrel Sharpener,Pens & Art Supplies,Alejandro Ballentine,9249,3.57,Alberta
9283,"Companion Letter/Legal File, Black",Storage & Organization,Alejandro Ballentine,9249,37.76,Alberta
9284,Bevis 36 x 72 Conference Tables,Tables,Alejandro Ballentine,9249,124.49,Alberta
9285,"Global Stack Chair without Arms, Black",Chairs & Chairmats,Becky Pak,9639,25.98,Alberta
9286,Avery 491,Labels,Becky Pak,9639,4.13,Alberta
